IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending
148091,1-Jan-09,2009,3:27:23,3,False Alarm,AFA,,Other Residential,Hotel/motel ,Correct incident location,UB3 1LJ,UB3,E09000017,HILLINGDON,Hillingdon,E05000337,Pinkwell,Pinkwell,509048.0,178622.0,509050,178650,London,Hayes,,,,,1.0,1.0
149091,1-Jan-09,2009,3:33:24,3,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,HA9,E09000005,BRENT,Brent,E05000097,Preston,Preston,,,518950,186650,London,Wembley,,,,,2.0,3.0
150091,1-Jan-09,2009,3:33:31,3,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W11,E09000033,WESTMINSTER,Westminster,E05000648,Westbourne,Westbourne,,,524850,181450,London,North Kensington,,,,,3.0,4.0
153091,1-Jan-09,2009,3:37:35,3,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,EC4A,E09000001,CITY OF LONDON,City Of london,E05009305,Farringdon Without,Farringdon Without,,,531250,181450,London,Dowgate,,,,,2.0,2.0
155091,1-Jan-09,2009,3:40:14,3,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW11,E09000032,WANDSWORTH,Wandsworth,E05000622,St. Mary's Park,St. Mary's Park,,,526850,176750,London,Battersea,,,,,2.0,2.0
157091,1-Jan-09,2009,3:42:21,3,Special Service,Special Service,Other rescue/release of persons,Outdoor Structure,Shelter ,In street close to gazetteer location,N16 9JU,N16,E09000012,HACKNEY,Hackney,E05009369,Clissold,Clissold,532979.0,186124.0,532950,186150,London,Stoke Newington,,,,,1.0,2.0
156091,1-Jan-09,2009,3:43:02,3,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,E9,E09000012,HACKNEY,Hackney,E05009386,Victoria,Victoria,,,535050,184150,London,Bethnal Green,,,,,1.0,2.0
158091,1-Jan-09,2009,3:43:07,3,Special Service,Special Service,Making Safe (not RTC),Outdoor,Road surface/pavement ,In street outside gazetteer location,SW14 7LX,SW14,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05000517,East Sheen,East Sheen,520406.0,175623.0,520450,175650,London,Richmond,,,,,2.0,2.0
159091,1-Jan-09,2009,3:44:22,3,False Alarm,False alarm - Malicious,,Dwelling,Unlicensed House in Multiple Occupation - Up to 2 storeys ,Within same building,,CR3,E00000000, NOT GEO-CODED,Not geo-coded,E00000000, Not geo-coded,Not geo-coded,,,534050,158150,OverTheBorder,OverTheBorder,,,,,1.0,1.0
160091,1-Jan-09,2009,3:46:31,3,False Alarm,AFA,,Other Residential,Student Hall of Residence ,Correct incident location,KT1 4AG,KT1,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05000522,Hampton Wick,Hampton Wick,517494.0,169381.0,517450,169350,London,Twickenham,,,,,2.0,3.0
162091,1-Jan-09,2009,3:53:32,3,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,EN1,E09000010,ENFIELD,Enfield,E05000195,Chase,Chase,,,534050,198050,London,Enfield,,,,,1.0,1.0
163091,1-Jan-09,2009,3:56:47,3,False Alarm,False alarm - Good intent,,Dwelling,Self contained Sheltered Housing ,In street remote from gazetteer location,,SE25,E09000008,CROYDON,Croydon,E05000169,Woodside,Woodside,,,534250,168250,London,Woodside,,,,,2.0,2.0
168091,1-Jan-09,2009,4:03:21,4,Special Service,Special Service,RTC,Outdoor,Road surface/pavement ,In street close to gazetteer location,N7 9EJ,N7,E09000019,ISLINGTON,Islington,E05000375,Holloway,Holloway,530322.0,185029.0,530350,185050,London,Holloway,,,,,1.0,1.0
169091,1-Jan-09,2009,4:11:12,4,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Correct incident location,,TW1,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05000529,South Twickenham,South Twickenham,,,515750,172950,London,Twickenham,,,,,1.0,1.0
171091,1-Jan-09,2009,4:12:43,4,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,N15,E09000014,HARINGEY,Haringey,E05000280,Tottenham Green,Tottenham Green,,,533450,189050,London,Tottenham,,,,,1.0,2.0
170091,1-Jan-09,2009,4:12:46,4,False Alarm,False alarm - Good intent,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W9,E09000033,WESTMINSTER,Westminster,E05000639,Little Venice,Little Venice,,,525950,182350,London,Paddington,,,,,1.0,2.0
172091,1-Jan-09,2009,4:15:15,4,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,SE9 6TS,SE9,E09000011,GREENWICH,Greenwich,E05000220,Eltham West,Eltham West,542495.0,175641.0,542450,175650,London,Eltham,,,,,,
173091,1-Jan-09,2009,4:16:33,4,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W14,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05000258,North End,North End,,,524350,178250,London,Hammersmith,,,,,1.0,1.0
175091,1-Jan-09,2009,4:19:09,4,Fire,Secondary Fire,,Outdoor Structure,Refuse/rubbish tip ,In street close to gazetteer location,IG11 0BD,IG11,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05000039,Thames,Thames,544958.0,182960.0,544950,182950,London,Barking,,,,,2.0,3.0
174091,1-Jan-09,2009,4:19:49,4,False Alarm,False alarm - Good intent,,Outdoor Structure,Refuse/rubbish tip ,Open land/water - nearest gazetteer location,IG11 0BD,IG11,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05000039,Thames,Thames,545750.0,183250.0,545750,183250,London,Barking,,,,,1.0,1.0
176091,1-Jan-09,2009,4:21:26,4,Fire,Primary Fire,,Outdoor Structure,Post box ,In street outside gazetteer location,W1H 6DU,W1H,E09000033,WESTMINSTER,Westminster,E05000641,Marylebone High Street,Marylebone High Street,528056.0,181055.0,528050,181050,London,Soho,,,,,1.0,1.0
178091,1-Jan-09,2009,4:24:50,4,False Alarm,AFA,,Dwelling,Licensed House in Multiple Occupation - Up to 2 storeys ,Correct incident location,,N7,E09000019,ISLINGTON,Islington,E05000378,St. George's,St. George's,,,529650,185950,London,Kentish Town,,,,,2.0,3.0
179091,1-Jan-09,2009,4:28:53,4,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,CR0 0TX,CR0,E09000008,CROYDON,Croydon,E05000154,Fieldway,Fieldway,537906.0,162848.0,537950,162850,London,Addington,,,,,1.0,1.0
180091,1-Jan-09,2009,4:29:20,4,Special Service,Special Service,Lift Release,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,NW3,E09000007,CAMDEN,Camden,E05000135,Hampstead Town,Hampstead Town,,,527350,185850,London,Kentish Town,,,,,1.0,1.0
181091,1-Jan-09,2009,4:34:00,4,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,EN3,E09000010,ENFIELD,Enfield,E05000199,Enfield Lock,Enfield Lock,,,536750,198250,London,Enfield,,,,,1.0,2.0
185091,1-Jan-09,2009,4:43:02,4,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SE7,E09000011,GREENWICH,Greenwich,E05000216,Charlton,Charlton,,,541450,177750,London,East Greenwich,,,,,2.0,2.0
188091,1-Jan-09,2009,5:02:32,5,Fire,Primary Fire,,Road Vehicle,Car ,In street outside gazetteer location,BR5 2QE,BR5,E09000006,BROMLEY,Bromley,E05000115,Cray Valley West,Cray Valley West,546009.0,168952.0,546050,168950,London,Orpington,,,,,1.0,1.0
194091,1-Jan-09,2009,5:06:00,5,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,DA17,E09000004,BEXLEY,Bexley,E05000065,Belvedere,Belvedere,,,549450,178250,London,Erith,,,,,1.0,2.0
193091,1-Jan-09,2009,5:06:01,5,False Alarm,False alarm - Malicious,,Other Residential,Student Hall of Residence ,Correct incident location,SE1 0AP,SE1,E09000028,SOUTHWARK,Southwark,E05000536,Cathedrals,Cathedrals,531618.0,179482.0,531650,179450,London,Dowgate,,,,,2.0,2.0
195091,1-Jan-09,2009,5:07:47,5,Fire,Primary Fire,,Non Residential,Multi-Storey car park,On land associated with building,E13 9BA,E13,E09000025,NEWHAM,Newham,E05000476,Boleyn,Boleyn,541250.0,183750.0,541250,183750,London,Plaistow,,,,,1.0,2.0
196091,1-Jan-09,2009,5:09:02,5,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,SE23,E09000028,SOUTHWARK,Southwark,E05000547,Peckham Rye,Peckham Rye,,,535850,174850,London,New Cross,,,,,1.0,1.0
199091,1-Jan-09,2009,5:17:22,5,False Alarm,AFA,,Non Residential,Other bulk storage,Correct incident location,SW2 1HF,SW2,E09000022,LAMBETH,Lambeth,E05000417,Brixton Hill,Brixton Hill,530383.0,173773.0,530350,173750,London,West Norwood,,,,,1.0,1.0
200091,1-Jan-09,2009,5:18:52,5,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,RM3 9AG,RM3,E09000016,HAVERING,Havering,E05000310,Gooshays,Gooshays,553725.0,192520.0,553750,192550,London,Harold Hill,,,,,1.0,2.0
201091,1-Jan-09,2009,5:23:43,5,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,CR0 0JE,CR0,E09000008,CROYDON,Croydon,E05000157,New Addington,New Addington,538098.0,162565.0,538050,162550,London,Addington,,,,,1.0,1.0
204091,1-Jan-09,2009,5:28:22,5,False Alarm,AFA,,Other Residential,Student Hall of Residence ,Correct incident location,KT1 4AG,KT1,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05000522,Hampton Wick,Hampton Wick,517494.0,169381.0,517450,169350,London,Twickenham,,,,,2.0,3.0
206091,1-Jan-09,2009,5:46:35,5,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,HA6,E09000017,HILLINGDON,Hillingdon,E05000335,Northwood,Northwood,,,509650,191350,London,Ruislip,,,,,2.0,2.0
207091,1-Jan-09,2009,5:50:21,5,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,E2,E09000030,TOWER HAMLETS,Tower Hamlets,E05009335,Weavers,Weavers,,,533650,182750,London,Shoreditch,,,,,1.0,1.0
209091,1-Jan-09,2009,5:54:32,5,False Alarm,False alarm - Malicious,,Dwelling,House - single occupancy ,Correct incident location,,W5,E09000009,EALING,Ealing,E05000179,Hanger Hill,Hanger Hill,,,517750,182450,London,Ealing,,,,,1.0,2.0
210091,1-Jan-09,2009,5:56:30,5,Special Service,Special Service,RTC,Outdoor Structure,Roadside furniture (eg lamp posts/ road signs/ telegraph poles/ speed cameras),In street close to gazetteer location,CR4 3HA,CR4,E09000024,MERTON,Merton,E05000460,Figge's Marsh,Figge's Marsh,527857.0,169366.0,527850,169350,London,Mitcham,,,,,1.0,1.0
211091,1-Jan-09,2009,5:57:37,5,False Alarm,AFA,,Other Residential,Monastery/convent ,Correct incident location,HA8 9PU,HA8,E09000003,BARNET,Barnet,E05000054,Hale,Hale,519979.0,192676.0,519950,192650,London,Mill Hill,,,,,3.0,3.0
213091,1-Jan-09,2009,6:05:25,6,False Alarm,False alarm - Good intent,,Non Residential,Purpose built office ,Correct incident location,E8 3RN,E8,E09000012,HACKNEY,Hackney,E05009381,London Fields,London Fields,534786.0,183900.0,534750,183950,London,Bethnal Green,,,,,1.0,1.0
214091,1-Jan-09,2009,6:15:41,6,Fire,Chimney Fire,,Dwelling,House - single occupancy ,Correct incident location,,CR2,E09000008,CROYDON,Croydon,E05000160,Sanderstead,Sanderstead,,,533350,162250,London,Croydon,,,,,1.0,1.0
215091,1-Jan-09,2009,6:16:33,6,Fire,Primary Fire,,Road Vehicle,Car ,In street outside gazetteer location,SE9 6HA,SE9,E09000011,GREENWICH,Greenwich,E05000218,Eltham North,Eltham North,542503.0,174544.0,542550,174550,London,Eltham,,,,,1.0,1.0
216091,1-Jan-09,2009,6:17:34,6,False Alarm,False alarm - Malicious,,Other Residential,Hotel/motel ,Correct incident location,UB3 5AJ,UB3,E09000017,HILLINGDON,Hillingdon,E05000331,Heathrow Villages,Heathrow Villages,508866.0,176957.0,508850,176950,London,Heathrow,,,,,1.0,1.0
217091,1-Jan-09,2009,6:17:39,6,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,E2,E09000030,TOWER HAMLETS,Tower Hamlets,E05009335,Weavers,Weavers,,,533650,182750,London,Shoreditch,,,,,1.0,1.0
219091,1-Jan-09,2009,6:21:00,6,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W14,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05000252,Avonmore and Brook Green,Avonmore and Brook Green,,,524250,178450,London,Hammersmith,,,,,1.0,2.0
220091,1-Jan-09,2009,6:23:59,6,False Alarm,AFA,,Non Residential,Department Store ,Within same building,E18 2NA,E18,E09000026,REDBRIDGE,Redbridge,E05000499,Church End,Church End,540232.0,190453.0,540250,190450,London,Woodford,,,,,1.0,1.0
222091,1-Jan-09,2009,6:28:34,6,Special Service,Special Service,RTC,Road Vehicle,Car ,On motorway / elevated road,E4 8QB,E4,E09000031,WALTHAM FOREST,Waltham Forest,E05000607,Valley,Valley,536323.0,191761.0,536350,191750,London,Walthamstow,,,,,2.0,2.0
224091,1-Jan-09,2009,6:31:23,6,Special Service,Special Service,Making Safe (not RTC),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N15,E09000014,HARINGEY,Haringey,E05000277,St. Ann's,St. Ann's,,,533050,188850,London,Tottenham,,,,,1.0,2.0
226091,1-Jan-09,2009,6:43:08,6,False Alarm,AFA,,Non Residential,Hospital ,Correct incident location,KT6 7QU,KT6,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05000414,Tolworth and Hook Rise,Tolworth and Hook Rise,519086.0,165859.0,519050,165850,London,Surbiton,,,,,1.0,1.0
227091,1-Jan-09,2009,6:45:24,6,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,E10,E09000031,WALTHAM FOREST,Waltham Forest,E05000603,Lea Bridge,Lea Bridge,,,537350,187350,London,Leyton,,,,,1.0,2.0
231091,1-Jan-09,2009,6:56:55,6,Fire,Secondary Fire,,Non Residential,Other building/use not known ,Within same building,N17 6SB,N17,E09000014,HARINGEY,Haringey,E05000268,Bruce Grove,Bruce Grove,533863.0,190403.0,533850,190450,London,Tottenham,,,,,1.0,2.0
232091,1-Jan-09,2009,6:58:52,6,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,SW15 4DG,SW15,E09000032,WANDSWORTH,Wandsworth,E05000621,Roehampton and Putney Heath,Roehampton and Putney Heath,522250.0,173750.0,522250,173750,London,Wandsworth,,,,,1.0,1.0
233091,1-Jan-09,2009,7:00:37,7,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,E17,E09000031,WALTHAM FOREST,Waltham Forest,E05000608,William Morris,William Morris,,,536850,189850,London,Walthamstow,,,,,2.0,2.0
234091,1-Jan-09,2009,7:01:54,7,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SE17,E09000028,SOUTHWARK,Southwark,E05000540,East Walworth,East Walworth,,,532250,178650,London,Old Kent Road,,,,,1.0,1.0
235091,1-Jan-09,2009,7:08:11,7,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,IG2,E09000026,REDBRIDGE,Redbridge,E05000510,Newbury,Newbury,,,544150,188050,London,Ilford,,,,,1.0,2.0
236091,1-Jan-09,2009,7:13:20,7,False Alarm,AFA,,Non Residential,Department Store ,Within same building,RM10 8RE,RM10,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05000041,Village,Village,549109.0,184626.0,549150,184650,London,Dagenham,,,,,1.0,1.0
238091,1-Jan-09,2009,7:18:13,7,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,UB6,E09000009,EALING,Ealing,E05000183,North Greenford,North Greenford,,,515450,185250,London,Northolt,,,,,1.0,1.0
239091,1-Jan-09,2009,7:19:18,7,Fire,Secondary Fire,,Outdoor,Road surface/pavement ,In street close to gazetteer location,N13 6BW,N13,E09000010,ENFIELD,Enfield,E05000193,Bowes,Bowes,531595.0,192341.0,531550,192350,London,Edmonton,,,,,1.0,1.0
244091,1-Jan-09,2009,7:44:56,7,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,BR3 3QP,BR3,E09000006,BROMLEY,Bromley,E05000120,Kelsey and Eden Park,Kelsey and Eden Park,536609.0,167712.0,536650,167750,London,Beckenham,,,,,2.0,2.0
245091,1-Jan-09,2009,7:47:32,7,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SE16,E09000028,SOUTHWARK,Southwark,E05000549,Rotherhithe,Rotherhithe,,,535650,179650,London,Deptford,,,,,3.0,3.0
246091,1-Jan-09,2009,7:51:20,7,Special Service,Special Service,RTC,Outdoor,Road surface/pavement ,In street outside gazetteer location,CR8 2FD,CR8,E09000008,CROYDON,Croydon,E05000159,Purley,Purley,531488.0,161870.0,531450,161850,London,Purley,,,,,2.0,3.0
249091,1-Jan-09,2009,7:54:17,7,Fire,Secondary Fire,,Outdoor,Other outdoor location ,In street close to gazetteer location,IG6 2JN,IG6,E09000026,REDBRIDGE,Redbridge,E05000504,Fullwell,Fullwell,544151.0,190506.0,544150,190550,London,Hainault,,,,,1.0,1.0
248091,1-Jan-09,2009,7:55:23,7,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SW11,E09000032,WANDSWORTH,Wandsworth,E05000623,Shaftesbury,Shaftesbury,,,528350,175850,London,Clapham,,,,,1.0,1.0
250091,1-Jan-09,2009,7:55:42,7,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,E11 3QW,E11,E09000026,REDBRIDGE,Redbridge,E05000515,Wanstead,Wanstead,540273.0,187134.0,540250,187150,London,Leytonstone,,,,,1.0,1.0
252091,1-Jan-09,2009,7:58:46,7,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,W11,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009400,Pembridge,Pembridge,,,524950,180750,London,Kensington,,,,,3.0,3.0
253091,1-Jan-09,2009,7:59:14,7,Special Service,Special Service,Assist other agencies,Road Vehicle,Car ,In street close to gazetteer location,UB6 0UW,UB6,E09000009,EALING,Ealing,E05000178,Greenford Green,Greenford Green,515156.0,183876.0,515150,183850,London,Northolt,,,,,1.0,1.0
255091,1-Jan-09,2009,8:02:27,8,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,HA8,E09000015,HARROW,Harrow,E05000286,Canons,Canons,,,518750,192150,London,Stanmore,,,,,2.0,2.0
256091,1-Jan-09,2009,8:04:06,8,Fire,Secondary Fire,,Road Vehicle,Car ,Open land/water - nearest gazetteer location,CR0 0PL,CR0,E09000008,CROYDON,Croydon,E05000157,New Addington,New Addington,538890.0,163226.0,538850,163250,London,Addington,,,,,1.0,1.0
257091,1-Jan-09,2009,8:04:24,8,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,N17 9NA,N17,E09000014,HARINGEY,Haringey,E05000281,Tottenham Hale,Tottenham Hale,534535.0,189803.0,534550,189850,London,Tottenham,,,,,1.0,2.0
259091,1-Jan-09,2009,8:05:52,8,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,RM3,E09000016,HAVERING,Havering,E05000314,Heaton,Heaton,,,553050,190850,London,Harold Hill,,,,,1.0,1.0
263091,1-Jan-09,2009,8:11:57,8,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W6,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05000256,Hammersmith Broadway,Hammersmith Broadway,,,523450,178350,London,Hammersmith,,,,,1.0,1.0
264091,1-Jan-09,2009,8:16:55,8,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E2,E09000030,TOWER HAMLETS,Tower Hamlets,E05009335,Weavers,Weavers,,,533550,182550,London,Shoreditch,,,,,2.0,3.0
267091,1-Jan-09,2009,8:28:10,8,False Alarm,AFA,,Non Residential,Airport - terminal ,Within same building,TW6 1AP,TW6,E09000017,HILLINGDON,Hillingdon,E05000331,Heathrow Villages,Heathrow Villages,507684.0,175961.0,507650,175950,London,Heathrow,,,,,1.0,1.0
268091,1-Jan-09,2009,8:28:54,8,Special Service,Special Service,No action (not false alarm),Outdoor,Railway ,On land associated with building,W12 7RH,W12,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05000253,College Park and Old Oak,College Park and Old Oak,523323.0,180729.0,523350,180750,London,Hammersmith,,,,,2.0,3.0
270091,1-Jan-09,2009,8:30:23,8,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,N9,E09000010,ENFIELD,Enfield,E05000197,Edmonton Green,Edmonton Green,,,534550,193550,London,Edmonton,,,,,1.0,1.0
272091,1-Jan-09,2009,8:49:04,8,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,E6,E09000025,NEWHAM,Newham,E05000480,East Ham Central,East Ham Central,,,542950,183550,London,East Ham,,,,,2.0,2.0
275091,1-Jan-09,2009,8:51:24,8,Special Service,Special Service,Animal assistance incidents,Outdoor Structure,Railings,In street close to gazetteer location,SE25 4RF,SE25,E09000008,CROYDON,Croydon,E05000169,Woodside,Woodside,534785.0,167546.0,534750,167550,London,Woodside,,,,,2.0,2.0
276091,1-Jan-09,2009,8:53:57,8,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,N9,E09000010,ENFIELD,Enfield,E05000197,Edmonton Green,Edmonton Green,,,534550,193550,London,Edmonton,,,,,1.0,1.0
277091,1-Jan-09,2009,8:55:38,8,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,SE5 7SE,SE5,E09000028,SOUTHWARK,Southwark,E05000534,Brunswick Park,Brunswick Park,533235.0,177156.0,533250,177150,London,Peckham,,,,,2.0,3.0
278091,1-Jan-09,2009,8:58:57,8,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,NW3,E09000007,CAMDEN,Camden,E05000128,Belsize,Belsize,,,527550,184950,London,Kentish Town,,,,,1.0,1.0
279091,1-Jan-09,2009,9:04:15,9,Special Service,Special Service,Flooding,Outdoor,Road surface/pavement ,In street outside gazetteer location,UB5 6AL,UB5,E09000009,EALING,Ealing,E05000177,Greenford Broadway,Greenford Broadway,513014.0,182842.0,513050,182850,London,Southall,,,,,1.0,1.0
280091,1-Jan-09,2009,9:18:12,9,False Alarm,AFA,,Dwelling,Tenement Building ,Within same building,,SE1,E09000028,SOUTHWARK,Southwark,E05000548,Riverside,Riverside,,,533350,180050,London,Dockhead,,,,,2.0,2.0
281091,1-Jan-09,2009,9:19:00,9,False Alarm,False alarm - Good intent,,Non Residential,Hospital ,Correct incident location,SE1 7HR,SE1,E09000022,LAMBETH,Lambeth,E05000416,Bishop's,Bishop's,530625.0,179375.0,530650,179350,London,Lambeth,,,,,3.0,4.0
282091,1-Jan-09,2009,9:19:03,9,Fire,Primary Fire,,Road Vehicle,Car ,In street outside gazetteer location,UB4 9JB,UB4,E09000017,HILLINGDON,Hillingdon,E05000324,Barnhill,Barnhill,510635.0,182783.0,510650,182750,London,Southall,,,,,1.0,1.0
284091,1-Jan-09,2009,9:28:34,9,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,SE5 7SE,SE5,E09000028,SOUTHWARK,Southwark,E05000534,Brunswick Park,Brunswick Park,533235.0,177156.0,533250,177150,London,Peckham,,,,,2.0,3.0
285091,1-Jan-09,2009,9:29:02,9,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,W12,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05000250,Addison,Addison,,,523550,179750,London,Hammersmith,,,,,1.0,1.0
287091,1-Jan-09,2009,9:30:17,9,Fire,Primary Fire,,Road Vehicle,Car ,On land associated with building,SE28 8SL,SE28,E09000004,BEXLEY,Bexley,E05000084,Thamesmead East,Thamesmead East,547680.0,181390.0,547650,181350,London,Plumstead,,,,,1.0,2.0
301091,1-Jan-09,2009,9:45:25,9,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Correct incident location,,SW13,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05000516,Barnes,Barnes,,,522950,177750,London,Hammersmith,,,,,1.0,1.0
303091,1-Jan-09,2009,10:00:09,10,False Alarm,False alarm - Good intent,,Non Residential,Purpose built office ,Within same building,E14 4QQ,E14,E09000030,TOWER HAMLETS,Tower Hamlets,E05009323,Canary Wharf,Canary Wharf,537250.0,180250.0,537250,180250,London,Poplar,,,,,3.0,4.0
304091,1-Jan-09,2009,10:07:57,10,False Alarm,False alarm - Malicious,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,TW13,E09000018,HOUNSLOW,Hounslow,E05000352,Feltham West,Feltham West,,,509650,172950,London,Feltham,,,,,1.0,2.0
305091,1-Jan-09,2009,10:09:14,10,Special Service,Special Service,Effecting entry/exit,Non Residential,Purpose built office ,Within same building,EC1A 4HU,EC1A,E09000001,CITY OF LONDON,City Of london,E05009304,Farringdon Within,Farringdon Within,532121.0,181639.0,532150,181650,London,Shoreditch,,,,,2.0,2.0
306091,1-Jan-09,2009,10:15:10,10,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Correct incident location,,IG1,E09000026,REDBRIDGE,Redbridge,E05000510,Newbury,Newbury,,,544350,187550,London,Ilford,,,,,1.0,2.0
307091,1-Jan-09,2009,10:16:37,10,False Alarm,AFA,,Other Residential,Nursing/Care Home/Hospice,Within same building,BR1 2PZ,BR1,E09000006,BROMLEY,Bromley,E05000106,Bickley,Bickley,541908.0,169860.0,541950,169850,London,Bromley,,,,,2.0,3.0
